1,Goze Hotaru,"Mar 19, 2024 to ?",Chapter 21,Publishing,"""After losing her mother early on, Hotaru, a girl surrounded by warmth and tranquility, finds her life taking a dramatic turn. An unexpected event draws her into the world of “Goze,” setting her on a path through unknown lands with music as her guide. Armed with her talent and a heart full of questions, she embarks on a quest, seeking her missing father and her true calling...!""",716,white,https://img.mangakakalot.to/_r/300x400/100/ea/86/ea866ff9b2df72a0ea8a6ed95c88b27c/ea866ff9b2df72a0ea8a6ed95c88b27c.jpg,,,,,,,,
51,The Ichinose Family's Deadly Sins,"Nov 14, 2022 to ?",Chap 48                        [EN],Publishing,"""Tsubasa Ichinose is a middle schooler who loses his memory in an accident. He is able to safely reunite with his family, but is soon faced with a new shocking reality... What is going on with this family?! From the creator of Takopi's Original Sin comes a new kind of dramatic story!""",70940,white,https://img.mangakakalot.to/_r/300x400/100/80/b3/80b313cff9edd0511a728120f3b56b84/80b313cff9edd0511a728120f3b56b84.jpg,,,,,,,,
52,Naruto: Sasuke's Story - The Uchiha and the Heavenly Stardust: The Manga,"Oct 22, 2022 to ?",Chap 10                        [EN],Publishing,"""Uchiha Sasuke heads for an astronomical observatory far from the Land of Fire where he joins up with Sakura and dives into an undercover investigation to search for traces of the Sage of Six Paths! There, they discover a plan that goes beyond life and death… Where will the battle take this husband-and-wife team?""",201914,white,https://img.mangakakalot.to/_r/300x400/100/6e/d4/6ed4a3164b7f64b1eb70c0b352da1eb7/6ed4a3164b7f64b1eb70c0b352da1eb7.jpg,,,,,,,,
53,After School Secret Club,"Oct 18, 2022 to ?",Chap 7                        [EN],Publishing,"""Yuichi Nekota enrolls in ""Private Eucalyptus Leaf Academy"". Excited about his new life, he meets Chitose Arigasaki, a girl who explores the mysteries of the school! The two formed the ""After School Secret Club"" and are still active today in search of the truth!""",259,white,https://img.mangakakalot.to/_r/300x400/100/ba/3a/ba3a736eca4147b35aa7f96ae24a9edd/ba3a736eca4147b35aa7f96ae24a9edd.jpg,,,,,,,,
54,The Game Devil,"Sep 29, 2022 to ?",Chap 37                        [EN],Publishing,"""Shrouded in pixels, reality becomes a video game! There’s no going back! Real-life permadeath on ultra-difficulty, let the game begin!!""",5276,white,https://img.mangakakalot.to/_r/300x400/100/17/3b/173bbaf7f04f2945eb3c154a13992279/173bbaf7f04f2945eb3c154a13992279.jpg,,,,,,,,
55,Tokyo Demon Bride Story,"Sep 4, 2022 to ?",Chap 29                        [EN],Publishing,"""Ten years ago, a young Jinta promised to marry a certain girl. And now that he's all grown up, a wacky oni girl shows up at his door! Get ready for a hilarious mononoke battle manga!""",18161,white,https://img.mangakakalot.to/_r/300x400/100/3e/56/3e56ca9135964b2ca66a430caaf10d00/3e56ca9135964b2ca66a430caaf10d00.jpg,,,,,,,,
56,Ghostbuster Osamu,"Aug 31, 2022 to ?",Chap 28                        [EN],Publishing,"""Vengeful spirit is a mass of emotions that clings to this world with a grudge. In the growing modern world, vengeful spirits with various ""grudges"" were born, and there were also exorcists who specialized in that particular field. The wild ""shitty big emotion"" that the exorcist Osamu faces is... a fangirl?! She loves manga and anime, and she calms raging spirits. A gag series featuring a contemporary exorcist!""",2905,white,https://img.mangakakalot.to/_r/300x400/100/3a/84/3a840fbaddc27ccd33bc124eda913310/3a840fbaddc27ccd33bc124eda913310.jpg,,,,,,,,
57,Skeleton Double,"Aug 26, 2022 to ?",Chap 39                        [EN],Publishing,"""A man dies a mysterious death just outside Shinjuku Station. Eight years later, his son, Yodomi Arakawa, is leading a tranquil life until he meets…an invisible man?! And to learn the truth behind his father's death, Yodomi will have to become invisible himself...""",21858,white,https://img.mangakakalot.to/_r/300x400/100/19/30/1930d86ebe4bb0f3c942f42ff125c2fa/1930d86ebe4bb0f3c942f42ff125c2fa.jpg,,,,,,,,
58,The Love Triangle,"Jun 26, 2022 to ?",Chap 4                        [EN],Publishing,"""Even though she has a lover, she still has feelings for someone else. Is it a true love? Or cheating? Just see it...""",1397,white,https://img.mangakakalot.to/_r/300x400/100/df/4e/df4ecd295f5ac59a18124440e1e04de2/df4ecd295f5ac59a18124440e1e04de2.jpg,,,,,,,,
59,Teruteru Construction Co. Ltd.,"Jun 6, 2022 to ?",Chap 4                        [EN],Publishing,"""<Kashima Chise> got a job at a construction company through an introduction from an old lady who lives on the island. She thought that she would have a wonderful work life at a resort, but there were so many scary people there!""",754,white,https://img.mangakakalot.to/_r/300x400/100/13/60/136078beae4d57ad595c47105b418881/136078beae4d57ad595c47105b418881.jpg,,,,,,,,
60,SPY x FAMILY Official Fan Book EYES ONLY,2-May-22,Vol 1                        [JA],Finished,"""Thorough commentary on characters and stories with new information! Oversized interviews with Professor Tatsuya Endo, undisclosed rough drawings, contributions from writers and celebrities who are active on the front lines, dialogues with super-luxury guests, and talks are also included. , ""SPY x FAMILY""'s first monumental fan book !!""",32048,white,https://img.mangakakalot.to/_r/300x400/100/9a/d7/9ad70976a163447647ef28f640819e2c/9ad70976a163447647ef28f640819e2c.jpg,,,,,,,,
61,Goodbye Eri,"Apr 10, 2022 to ?",Chap 1                        [EN],Finished,"""With his mother dying, Yuta attempts to capture her last days on his phone. After her death, Yuta heads to the roof of the hospital to commit suicide, but a meeting with a strange girl leads him on the path to making a movie. A new 200 pages oneshot by the creator of Chainsaw Man and Look Back, Fujimoto Tatsuki.""",157823,white,https://img.mangakakalot.to/_r/300x400/100/09/c8/09c8d4748e6fb324418e31189390c931/09c8d4748e6fb324418e31189390c931.jpg,,,,,,,,
62,In the Anten's Belle,"Feb 19, 2022 to Apr 8, 2023",Chap 13.6                        [EN],Finished,"""If you give something important, your wish will come true with an equivalent value. Instead, if you die, you lose everything. A god with such a mysterious power ... Anten-sama. The fate of the ""wishes"" of the people we meet is ——…!? A huge projectile mysterious drama series!""",13985,white,https://img.mangakakalot.to/_r/300x400/100/12/e9/12e907fe537ef8f64fb172d1d2ab2077/12e907fe537ef8f64fb172d1d2ab2077.jpg,,,,,,,,
63,4 - Thousand - Fold Man,15-Feb-22,Chap 30                        [JA],Publishing,"""One day, if my sexual desire suddenly increases 4000 times ...? The man's name is Seigo Hasegawa. The battle between him and libido begins ...!""",11929,white,https://img.mangakakalot.to/_r/300x400/100/79/eb/79eb4491be8027516b3a5fc46ec22bf1/79eb4491be8027516b3a5fc46ec22bf1.jpg,,,,,,,,
64,Hikkomijian Na Kami Choujuuzukai: Planet Intruder Online,1-Jan-22,Chap 12.5                        [JA],Publishing,"""A future in which robots and humans coexist and become unmanned.Country-raised Tsukasa started the VRMMO game ""Planet Her Intruder The Her Ancient"" to change her shyness-it was a depopulated world of penalty shootouts!In addition, he chose the useless healer ""Kamitori Beast Master"" and was depressed because he couldn't make friends.Enjoy the game in your own way with the innocence unique to beginners and with all your might.Along the way, he met a group of players, sometimes hurt, and sometimes encouraged, slowly growing step by step.Healing VRMMO growth record where a super beginner player walks with Yurufuka God Birds and Beasts!""",429,white,https://img.mangakakalot.to/_r/300x400/100/a1/dc/a1dc1a956c8948744de53a30faef0458/a1dc1a956c8948744de53a30faef0458.jpg,,,,,,,,
65,"Protect Me, Shugomaru!","Nov 22, 2021 to ?",Chap 26                        [EN],Publishing,"""Being a bodyguard isn't easy, especially when you’re a danger to everyone around you!""",1875,white,https://img.mangakakalot.to/_r/300x400/100/49/c4/49c41ebf70afe6d0675f41d18dedede9/49c41ebf70afe6d0675f41d18dedede9.jpg,,,,,,,,
66,Demons Star,"Nov 1, 2021 to ?",Chap 26                        [JA],Publishing,"""Yusuke Kunimo, the unlucky man in the world, is 15 years old. He failed to take the exam due to repeated misfortunes, and the only high school he could enter was Miyato High School, the worst high school in the prefecture. A fortune teller appears in front of the depressed mother, and is told that he will die within three months. The fortune-teller gives the ""Future Diary"" to the embarrassed Kokubo and disappears. In that diary, it is stated that the national mother suffers from bad bullying and commits suicide ...!? This story is about three years when a very unconnected man becomes a legendary big bang age against his will. It's a trajectory !!""",1720,white,https://img.mangakakalot.to/_r/300x400/100/f0/0d/f00d96f9a01d8616af6d46ac5cbbde48/f00d96f9a01d8616af6d46ac5cbbde48.jpg,,,,,,,,
67,The Lady does not Notice the Feelings of the Younger Prince,"Sep 29, 2021 to ?",Chap 8                        [EN],Publishing,"""Garnet, the daughter of the Marquis, whose engagement was abandoned by the first prince for selfish reasons.In addition, she was ordered to engage with the second prince, Lazris, who was rumored to be sick and trapped in her palace.Garnett, worried about the fate of her country, decides to put Lazlis on the throne.""",1206,white,https://img.mangakakalot.to/_r/300x400/100/45/3c/453c89fd04027e2f344bcca32dcba128/453c89fd04027e2f344bcca32dcba128.jpg,,,,,,,,
68,Love Can Happen,"Sep 25, 2021 to ?",Chap 1                        [JA],Publishing,"""I also want to be embraced by Ikeoji ... At that time, the ideal gentleman appeared !?""",278,white,https://img.mangakakalot.to/_r/300x400/100/22/3e/223e11f1c5023546d02e54064dc562aa/223e11f1c5023546d02e54064dc562aa.jpg,,,,,,,,
69,Bleach: No Breathes from Hell,"Aug 10, 2021 to ?",Chap 1                        [EN],Finished,"""special one-shot to celebrate the 20th anniversary of the series.""",146240,white,https://img.mangakakalot.to/_r/300x400/100/3b/89/3b89c39560da7d8fe2f86a50bc039be2/3b89c39560da7d8fe2f86a50bc039be2.png,,,,,,,,
70,Gotou-san Wants Me to Turn Around,"Jul 29, 2021 to ?",Chap 47                        [EN],Publishing,"""Gotou, the most beautiful girl in school, keeps messing with Maeda, the boy sitting in front of her. She has a secret crush on him, but she cannot clearly convey her intentions to Maeda, who has no self-confidence. What will be the outcome of Gotou's unwavering love?  (Source: Kadokawa, translated)""",19097,white,https://img.mangakakalot.to/_r/300x400/100/92/d4/92d4824b49d4df3ee5984d0ebeef9c55/92d4824b49d4df3ee5984d0ebeef9c55.jpg,,,,,,,,
71,Relentlessly Approaching the Poison-Tongued and Indifferent Beauty to Tickle the Cutesy Reactions out of her,"Jul 29, 2021 to ?",Chap 9.5                        [EN],Publishing,"""Koyuki Shirogane, a girl known for her beauty and equally harsh tone, giving her the nickname ""Venomous Snow White,"" is saved by Naoya Sasahara as a man tried to hit on her. She may try to act strong, but on the inside, she is merely a young girl. Having been saved by Naoya, Koyuki falls for him, and Naoya on his end falls for Koyuki's innocent and cute attitude. Both fail to be honest with each other, but eventually bring themselves closer to admit their feelings for each other.  (Source: SB Creative Corp, translated)""",9765,white,https://img.mangakakalot.to/_r/300x400/100/bc/9a/bc9ad8ebb619d92dc890f07667a2d6b2/bc9ad8ebb619d92dc890f07667a2d6b2.jpg,,,,,,,,
72,A Certain Scientific Mental Out,"Jul 27, 2021 to ?",Chap 26                        [EN],Publishing,"""The Tokiwadai student council election is approaching. Shokuhou Misaki, one of the leading candidates, is in the midst of an election campaign in spite of her own expectations due to the people around her and the fate of being the head of the largest clique...!!  (Source: Kadokawa, translated)""",10578,white,https://img.mangakakalot.to/_r/300x400/100/98/d6/98d6f0b0dda1d9d50ffe3b616a826636/98d6f0b0dda1d9d50ffe3b616a826636.jpg,,,,,,,,
73,Look Back,"Jul 19, 2021 to ?",Vol 1                        [EN],Finished,"""Fujino is a fourth grader who draws a manga strip for the school newspaper. Her art makes her the star of the class, but one day she's told that Kyomoto, a student who refuses to come to school, would also like to submit a manga for the paper...  (Source: MANGA Plus)""",42817,white,https://img.mangakakalot.to/_r/300x400/100/fe/1f/fe1fcbe08f21f57b38bb330e29769cdf/fe1fcbe08f21f57b38bb330e29769cdf.JPG,,,,,,,,
74,I'm the Only Multilingual Master a Russian Transfer Girl Student Who Can't Speak Japanese Can Rely on,"Jul 13, 2021 to ?",Chap 14                        [EN],Publishing,"""Tina, a super-cute Russian, has transferred into the class. She is immediately popular but does not speak Japanese, so she is troubled and looks like she is about to burst out crying. In such a case, the only one she can rely on is the main character Iori, who is hated by everyone due to a certain misunderstanding.  (Source: Kodansha, translated)""",6917,white,https://img.mangakakalot.to/_r/300x400/100/50/c2/50c2cec9a1094f44f9f0ab42ff9045b6/50c2cec9a1094f44f9f0ab42ff9045b6.jpg,,,,,,,,
75,Shaman King Faust 8: Eien no Eliza,"Jul 10, 2021 to ?",Chap 8                        [JA],Publishing,"""""I love you. Be my lover."" Faust and Eliza's childhood encounter, the fleeting happiness they had after a fight against illness, and the tragedy that fell. What is death? What is raw? This is the story of Faust VIII, who continued to resist that question.""",498,white,https://img.mangakakalot.to/_r/300x400/100/29/a2/29a224082f7f1de6ca632fb410d9f7a3/29a224082f7f1de6ca632fb410d9f7a3.jpg,,,,,,,,
76,My Boss,"Jul 6, 2021 to ?",Chap 11                        [EN],Publishing,"""High school first-year Teru Aoki is a loner who does not have a place at home nor in his class. Kokoro Amamori is a girl one year his senior. Two people who cannot seem to fit anywhere meet in front of the closed-off doors of the school rooftop. As they spend time together, they slowly start to understand each other.  (Source: Kadokawa, translated)""",2549,white,https://img.mangakakalot.to/_r/300x400/100/28/42/2842e3544af84a45f7e8ee99dbe3c833/2842e3544af84a45f7e8ee99dbe3c833.png,,,,,,,,
77,Higurashi no Naku Koro ni Gou Comic Anthology,"Jun 28, 2021 to Jul 2, 2021",Chap 9                        [EN],Finished,"""An anthology comic with a slightly different flavor than the main story's tragedy and despair! Keiichi, Rika and the others weave a story that ""could have been""!""",319,white,https://img.mangakakalot.to/_r/300x400/100/2d/fd/2dfd81cb2069f0266eb5a2ab72c6c49e/2dfd81cb2069f0266eb5a2ab72c6c49e.jpg,,,,,,,,
78,Musabime Nemuri wa Shite Kurenaku mo Nai,"Jun 28, 2021 to ?",Chap 10                        [EN],Publishing,"""Things about girls that adolescent boys dream of with full delusion. While saying, “A man is really stupid!”, Yuime Nemuri likes him, so she can’t refuse him when such things take place! Instead, it all seems to be a mess…?!""",12134,white,https://img.mangakakalot.to/_r/300x400/100/a5/89/a5893891e8e57a1bb848e95fbab62e19/a5893891e8e57a1bb848e95fbab62e19.jpg,,,,,,,,
79,Who Decided That I Can't Do Romantic Comedy in Reality?,"Jun 25, 2021 to ?",Chap 5                        [JA],Publishing,"""""I want to have a romcom-like experience."" Haven't all romcom lovers who enjoy light novels thought this before? Being all lovey-dovey with the heroine, and leading a fulfilling high school life with the best of friends. However, there's no way something that exciting could happen in reality. I have no younger step-sister, no childhood friend, no classmate who's an idol, no mysterious senpai, and not even a male best friend character. That being the case, what can I do? Obviously, I have to put it together myself! For a romantic comedy, you need both data analysis and constant practice! As well as...  (Source: Shogakukan, translated)""",786,white,https://img.mangakakalot.to/_r/300x400/100/7a/2b/7a2b5ba1c5d99ce7f9511523be1145d5/7a2b5ba1c5d99ce7f9511523be1145d5.jpg,,,,,,,,
80,Yandere Kanojo ni Nemurasete Moraenai Hanashi,"Jun 23, 2021 to ?",Chap 35                        [EN],Finished,"""A high school girl lost her beloved boyfriend, Rei, in a car accident. In the midst of her despair, she manages to successfully transfer Rei's soul to a teddy bear. They had dates together, gave gifts to each other, and although his appearance was different, they were happily living together. However, something was gradually starting to change within Rei...  (Source: Kadokawa, translated)""",10143,white,https://img.mangakakalot.to/_r/300x400/100/9c/58/9c58aad5ce36cfc02c9506a823f069d8/9c58aad5ce36cfc02c9506a823f069d8.jpg,,,,,,,,
81,Wars of the Iron Roses,"Jun 18, 2021 to ?",Chap 3                        [EN],Publishing,"""A series following a knight in service to the Duke of Somerset, one of the supporters of the House of Lancaster in the Wars of the Roses, a conflict in 15th-century England between the supporters of two rival houses with crests of red and white roses. What is this knight thinking, as he faces the encroaching enemy...?!  (Source: Kadokawa, translated)""",420,white,https://img.mangakakalot.to/_r/300x400/100/a6/6c/a66c1e3a5e3802841afa340665b99e4f/a66c1e3a5e3802841afa340665b99e4f.jpg,,,,,,,,
82,Chasing Spica,"Jun 17, 2021 to ?",Chap 5                        [EN],Publishing,"""Despite her gyaru appearance, Seirina Nekozuka is a serious and hard-working third-year high school student. She is trying her best to get first place in her grade to qualify for the scholarship she is aiming for, but she has been stuck in second place for years because Reiko Tachibana, the public morals officer she hates who always blames her for her flamboyant clothes, always gets first place. One day, on her way home, she sees Reiko having an affair with an unknown woman...""",7154,white,https://img.mangakakalot.to/_r/300x400/100/30/6e/306e3177207a8bb3be770f69419c3fbc/306e3177207a8bb3be770f69419c3fbc.jpg,,,,,,,,
83,"Today, She Is Not Here..","Jun 17, 2021 to ?",Chap 26                        [EN],Publishing,"""""",10212,white,https://img.mangakakalot.to/_r/300x400/100/e0/e5/e0e5ad2c0d5b04e86ec7deaa897800d1/e0e5ad2c0d5b04e86ec7deaa897800d1.jpg,,,,,,,,
84,Hotel Inhumans,"Jun 12, 2021 to ?",Chap 10                        [EN],Publishing,"""The most exquisite hotels in the world have certain standards: the finest food, the most sublime comfort, captivating entertainment, the latest weapons, reliable identity fabrication, and untraceable corpse disposal.  The name of this place where the people who have ""forgotten their humanity"" visit is ""Hotel In Humans."" The hitmen guests are welcomed by the concierges who never say ""no.""  (Source: Shogakukan, translated)""",296,white,https://img.mangakakalot.to/_r/300x400/100/09/5a/095abcf260161a43c4c9d6f490bb4a9d/095abcf260161a43c4c9d6f490bb4a9d.jpg,,,,,,,,
85,Don't Overlook the Reincarnated Granny: The Second Life of a Former Villainous Empress,"Jun 9, 2021 to ?",Chap 8                        [EN],Publishing,"""Lauraris Eldanus ruled the country with an iron fist. The end to her reign of terror came by the hand of a hero...or so it should have been. However, three hundred years later, the former empress makes her grand reappearance in the form of a young maiden. And yet, the person inside is the same old granny?! Apparently, God gave her a second chance as thanks for the peace that was brought about by her own death.  With her second chance, she desires a peaceful life, and yet the world seems to still be filled with one bad apple after another. This is the long-awaited comicalization of the exhilarating fantasy of the strongest girl who can't overlook evil!""",1977,white,https://img.mangakakalot.to/_r/300x400/100/ab/0e/ab0ecde27e42ed46fbb7ca13095a0ba2/ab0ecde27e42ed46fbb7ca13095a0ba2.jpg,,,,,,,,
86,The You Next to Me Is the Cutest One of All,"Jun 9, 2021 to ?",Chap 45                        [EN],Publishing,"""Enter Hoshikawa Yuu, a boy cute enough that people mistake him for a girl, and Kohinata Akari, a classmate of his who recently moved her seat next to him.This is a story about the two high school students sitting next to one another, and who each think that the other is the cutest one around.""",5533,white,https://img.mangakakalot.to/_r/300x400/100/52/42/52423fe29056c8908f0463f076449214/52423fe29056c8908f0463f076449214.jpg,,,,,,,,
87,Resist! Dark Elf-chan,"Jun 6, 2021 to ?",Chap 35                        [EN],Publishing,"""A dark elf who was rampaging on the continent was defeated by the stoic swordsman Crow. She was prepared to die, but for some reason, Crow suddenly decided to bring her home and look after her... ?!""",2684,white,https://img.mangakakalot.to/_r/300x400/100/98/0f/980f696cbf22ffb975ecd20a21593b2c/980f696cbf22ffb975ecd20a21593b2c.jpg,,,,,,,,
88,Youki ni Naritai Shigure-san,"Jun 3, 2021 to ?",Chap 49.5                        [JA],Publishing,"""Yoshida (14 years old) is the inkya (not social, dark etc.) of the class. One day, he is seated next to Shigure-san, an inkya girl. After Shigure-san realizes that Yoshida is one of her kind, she starts to call out to him, all of a sudden...! The dark duo engages in a heated battle to become the youkya (happy/sunny person)!  (Source: Shueisha, translated)""",1843,white,https://img.mangakakalot.to/_r/300x400/100/dc/b6/dcb6aaeec5ff2ec645da6ed668ff09e6/dcb6aaeec5ff2ec645da6ed668ff09e6.jpg,,,,,,,,
89,The Ultimate Heel Heals Everything!,"May 25, 2021 to ?",Chap 28                        [EN],Publishing,"""Lars, an unaffiliated boy, was practicing magic and heels from a trauma. He has a ""beginner"" heel that can be used even after 10 years, and is treated as luggage in the village. He finally decides that he will go out to the city. But there is a ""secret"" in his heels ...? In the new world, the life of ""the most useless in the village"" will change drastically!""",4829,white,https://img.mangakakalot.to/_r/300x400/100/ac/1f/ac1f34e435824bc339b22b26ece07758/ac1f34e435824bc339b22b26ece07758.jpg,,,,,,,,
90,The Villainess Is Changing Her Role to a BroCon,"May 21, 2021 to ?",Chap 5                        [EN],Publishing,"""""Brother, I loved you since before I was born!""  Corporate slave Rina Yukimura was reincarnated as the villainess Ekaterina from an otome game. In her past life, she was obsessed with the brother of the villainess, Alexei, but seeing him in real life is so much better than in the game! It's just that, her brother's upbringing is just so sad that she cries every time she thinks about it!  ""Okay! I'm going to escape mine, and my country's destruction flag and make sure everyone lives happily!"" Thus the villainess from the prestigious 400-year-old Yurinova Dukedom along with her sharp-tongued tendencies back when she was a corporate slave forged on forward. With her common sense and knowledge of history, she plans on saving her brother and overcoming all the game events. For some reason, as time went by, her talented brother became more and more of a siscon. Wait no, he was a siscon to begin with, but she's more than happy to spend more time with her brother as a brocon and siscon.  And as time went by, her plan to avoid the heroine and the prince death flag has become more and more messed up. Why? No no, the two of them are good people, and good friends, but... ""Prince, stay far far away from me."" Even so, the settings of the otome game she played before are completely messed up in this world, nothing is the same.  Anyways! The evil villainess Ekaterina will do her best for the sake of her brother!  (Source: Shousetsuka ni Narou, translated)""",509,white,https://img.mangakakalot.to/_r/300x400/100/d6/da/d6da91380d202a66f83580b14ccba733/d6da91380d202a66f83580b14ccba733.jpg,,,,,,,,
91,Josou wo Yamerarenaku Naru Otokonoko no Hanashi,"May 21, 2021 to ?",Chap 24                        [EN],Publishing,"""Kazu likes to dress up as a girl. After a lot of training, he thinks he's perfect, and he just wanted someone to say that he is beautiful. Masaru, his childhood friend, sees him that way, thinking that he, indeed, had turned into a girl! Now Kazu must solve this misunderstanding.""",7310,white,https://img.mangakakalot.to/_r/300x400/100/6a/eb/6aeb25094e2cc9a3f7a7d5853249d1f1/6aeb25094e2cc9a3f7a7d5853249d1f1.jpg,,,,,,,,
92,Handsome Girl and Crossdressing Boy,"May 21, 2021 to ?",Chap 112                        [EN],Finished,"""While cross-dressing, I was hit on by a handsome guy, except he wasn't actually a handsome guy!""",14127,white,https://img.mangakakalot.to/_r/300x400/100/d8/1c/d81c7e136e07aca8644115319a8c7719/d81c7e136e07aca8644115319a8c7719.jpg,,,,,,,,
93,Aniyome-san no Sewa wo Yaku,"May 18, 2021 to ?",Chap 16                        [EN],Publishing,"""Ryosuke, a junior high school student, lives alone with his sister-in-law, Nodoka, while his older brother is assigned elsewhere by work. Nodoka tries to take care of him in various ways, but she screws up so often that Ryosuke ends up having to follow her around. In addition, her screw-ups are so naughty that they are too stimulating for adolescent boys...?""",11442,white,https://img.mangakakalot.to/_r/300x400/100/96/d8/96d88a3532d2a6b3af09257cb950a4d3/96d88a3532d2a6b3af09257cb950a4d3.jpg,,,,,,,,
94,The Mutant Wants to Kiss His Human Girlfriend,"May 18, 2021 to ?",Chap 19                        [EN],Publishing,"""After a nuclear war, most of humanity was destroyed and the world is now in ruins. Meanwhile, a mutant, born from the nuclear war, meets a human girl and instantly falls in love with her. In this wild land, such an unusual love is immensely heart-rending, and it burns with earnest purity!  (Source: Shueisha, translated)""",3251,white,https://img.mangakakalot.to/_r/300x400/100/e1/c3/e1c3fb1d3e226784f9b10b5e6f6e14c6/e1c3fb1d3e226784f9b10b5e6f6e14c6.jpg,,,,,,,,
95,The Story of a Couple With a Huge Age Difference,"May 14, 2021 to ?",Chap 4                        [EN],Publishing,"""A comedy about a pair of lovebirds with a 500-year-old gap between a 60-year-old uncle and a 560-year-old elf!  (Source Kadokawa, translated)""",1152,white,https://img.mangakakalot.to/_r/300x400/100/63/e1/63e18ef173b0027180374af40676fd24/63e18ef173b0027180374af40676fd24.jpg,,,,,,,,
96,Kakeau Tsukihi,"May 12, 2021 to ?",Chap 49                        [JA],Publishing,"""Tsuki Arito and Yo Kamikoma move to Tokyo to become comedians. With a 9 m² apartment and just 300 yen for food expenses, the two best friends begin to chase their big dream.  (Source: Shogakukan, translated)""",765,white,https://img.mangakakalot.to/_r/300x400/100/c8/b5/c8b56d9c493bc582703c598f06357577/c8b56d9c493bc582703c598f06357577.jpg,,,,,,,,
97,Don't Touch Kotesashi,"May 7, 2021 to ?",Chap 81                        [EN],Publishing,"""Kotesashi Kouyou is an outstanding masseur, and aspiring sports doctor. Aiming to obtain a scholarship for medical school, he begins attending Seiwa High School, a sports powerhouse, this spring. As his family is poor he has to work as the hostels' manager, where he is also allowed to stay, to pay for his school expenses. Here he meets high school girl athletes, each with their own individual quirks. As the hostels' new manager, Kotesashi must now take care of their physical and mental needs!Sports club high school girls and massages! The massage love comedy begins!""",39778,white,https://img.mangakakalot.to/_r/300x400/100/86/48/86480fba2dc17f7d2b659a0b43708ba2/86480fba2dc17f7d2b659a0b43708ba2.jpg,,,,,,,,
98,Beautiful Place,"Apr 30, 2021 to ?",Chap 13                        [EN],Publishing,"""Follows two girls born in Japan during a civil war. Shimon Hanazawa is a woman who participates in her school's ""volunteer activities,"" and Momoko Kоusaka is her classmate and instructor.""",754,white,https://img.mangakakalot.to/_r/300x400/100/d0/92/d0929e8e101bc7e08bd764301acedb02/d0929e8e101bc7e08bd764301acedb02.jpg,,,,,,,,
99,Is it Okay for me to be frank?,"Apr 28, 2021 to ?",Chap 21                        [JA],Publishing,"""Ooshiratorizawakane Himeyuriko is a super duper rich young lady.As a result of following her family precept of ``live honestly'' too thoroughly, she becomes a girl who openly and frankly tells everything she thinks about, including her romantic feelings and sexual proclivities.She falls in love at first sight with Tachibana Yui, a high school girl who has an unapproachable aura of a domineering yankee, although she expresses her feelings, all that comes out of her mouth are vulgar words.Will there ever be a time when this one-sided love will be rewarded, in which she does not give up even when she is ignored or treated with a curt attitude, and keeps her love aura at full blast?!Himeyuriko's pure love (including her sexuality) runs wild in this love comedy!""",299,white,https://img.mangakakalot.to/_r/300x400/100/eb/90/eb902bb399b01989e9af5391ad189cd3/eb902bb399b01989e9af5391ad189cd3.jpg,,,,,,,,
100,Bilocators,"Apr 28, 2021 to ?",Chap 36                        [JA],Publishing,"""""I have decided not to go out for the rest of my life.""A strange incident that suddenly comes to a super indoor boy, Takahiko Amano, one day.""Leave"" -from the body, from a lonely life, and from a miserable fate!""",230,white,https://img.mangakakalot.to/_r/300x400/100/6f/f1/6ff12b2dd6b46abeb11ffe2ea811504c/6ff12b2dd6b46abeb11ffe2ea811504c.jpg
101,My Adelia,"Apr 26, 2021 to ?",Chap 34                        [EN],Publishing,"""I was picked up by a beautiful but shy and useless vampire? Joel, an orphaned boy wandering the forest alone, collapsed and was picked up by the vampire Adelia.  Adelia is a beauty, but she is shy with others and her daily life is completely dysfunctional.  So who is taking care of whom?  The clumsy communal life of these two awkward lonely people begins.  (Source: Kodansha, translated)""",4571,white,https://img.mangakakalot.to/_r/300x400/100/33/81/338118c56302cd3293c2fd1eca43e8c9/338118c56302cd3293c2fd1eca43e8c9.jpg
102,Word Game,"Apr 24, 2021 to ?",Chap 38                        [JA],Publishing,"""The tool for killing each other given by God is a single hiragana character. The everyday life of Sasahara Tsubaki, a second year high school student with only a sense of justice and a good mouth, suddenly comes to an end. He lost his childhood friend to an assassin named Tongue Slasher. The only way to erase the fact of death is to survive in a ``game with your life on the line'' set up by a god who loves the words of the human world. --Can you throw away common sense in order to regain something important? --The battle of extraordinary abilities that physically fights with words begins!!""",74,white,https://img.mangakakalot.to/_r/300x400/100/27/86/27865656999c6c57c1a70dd6e6e90b85/27865656999c6c57c1a70dd6e6e90b85.jpg
